sector,segmento,balance.activo_no_corriente.huber_9y,balance.activo_no_corriente.n_años,balance.activo_no_corriente.dato_2024,balance.activo_corriente.huber_9y,balance.activo_corriente.n_años,balance.activo_corriente.dato_2024,balance.existencias_pct.huber_9y,balance.existencias_pct.n_años,balance.existencias_pct.dato_2024,balance.realizable_pct.huber_9y,balance.realizable_pct.n_años,balance.realizable_pct.dato_2024,balance.disponible_pct.huber_9y,balance.disponible_pct.n_años,balance.disponible_pct.dato_2024,balance.patrimonio_neto_pct.huber_9y,balance.patrimonio_neto_pct.n_años,balance.patrimonio_neto_pct.dato_2024,balance.pasivo_no_corriente_pct.huber_9y,balance.pasivo_no_corriente_pct.n_años,balance.pasivo_no_corriente_pct.dato_2024,balance.deudas_fin_largo_pct.huber_9y,balance.deudas_fin_largo_pct.n_años,balance.deudas_fin_largo_pct.dato_2024,balance.otras_deudas_largo_pct.huber_9y,balance.otras_deudas_largo_pct.n_años,balance.otras_deudas_largo_pct.dato_2024,balance.pasivo_corriente_pct.huber_9y,balance.pasivo_corriente_pct.n_años,balance.pasivo_corriente_pct.dato_2024,balance.acreedores_comerciales_pct.huber_9y,balance.acreedores_comerciales_pct.n_años,balance.acreedores_comerciales_pct.dato_2024,balance.deudas_fin_corto_pct.huber_9y,balance.deudas_fin_corto_pct.n_años,balance.deudas_fin_corto_pct.dato_2024,balance.otras_deudas_corto_pct.huber_9y,balance.otras_deudas_corto_pct.n_años,balance.otras_deudas_corto_pct.dato_2024,pyg.cifra_negocios_pct.huber_9y,pyg.cifra_negocios_pct.n_años,pyg.cifra_negocios_pct.dato_2024,pyg.otros_ingresos_explot_pct.huber_9y,pyg.otros_ingresos_explot_pct.n_años,pyg.otros_ingresos_explot_pct.dato_2024,pyg.ingresos_explotacion_pct.huber_9y,pyg.ingresos_explotacion_pct.n_años,pyg.ingresos_explotacion_pct.dato_2024,pyg.consumos_explotacion_pct.huber_9y,pyg.consumos_explotacion_pct.n_años,pyg.consumos_explotacion_pct.dato_2024,pyg.margen_bruto_pct.huber_9y,pyg.margen_bruto_pct.n_años,pyg.margen_bruto_pct.dato_2024,pyg.otros_gastos_explot_pct.huber_9y,pyg.otros_gastos_explot_pct.n_años,pyg.otros_gastos_explot_pct.dato_2024,pyg.valor_añadido_pct.huber_9y,pyg.valor_añadido_pct.n_años,pyg.valor_añadido_pct.dato_2024,pyg.gastos_personal_pct.huber_9y,pyg.gastos_personal_pct.n_años,pyg.gastos_personal_pct.dato_2024,pyg.amortizaciones_pct.huber_9y,pyg.amortizaciones_pct.n_años,pyg.amortizaciones_pct.dato_2024,pyg.resultado_extraordinario_pct.huber_9y,pyg.resultado_extraordinario_pct.n_años,pyg.resultado_extraordinario_pct.dato_2024,pyg.baii_pct.huber_9y,pyg.baii_pct.n_años,pyg.baii_pct.dato_2024,pyg.ingresos_financieros_pct.huber_9y,pyg.ingresos_financieros_pct.n_años,pyg.ingresos_financieros_pct.dato_2024,pyg.gastos_financieros_pct.huber_9y,pyg.gastos_financieros_pct.n_años,pyg.gastos_financieros_pct.dato_2024,pyg.bai_pct.huber_9y,pyg.bai_pct.n_años,pyg.bai_pct.dato_2024,pyg.impuesto_beneficios_pct.huber_9y,pyg.impuesto_beneficios_pct.n_años,pyg.impuesto_beneficios_pct.dato_2024,pyg.resultado_ejercicio_pct.huber_9y,pyg.resultado_ejercicio_pct.n_años,pyg.resultado_ejercicio_pct.dato_2024,ratios.liquidez.huber_9y,ratios.liquidez.n_años,ratios.liquidez.dato_2024,ratios.tesoreria.huber_9y,ratios.tesoreria.n_años,ratios.tesoreria.dato_2024,ratios.disponibilidad_ratio.huber_9y,ratios.disponibilidad_ratio.n_años,ratios.disponibilidad_ratio.dato_2024,ratios.fm_ventas.huber_9y,ratios.fm_ventas.n_años,ratios.fm_ventas.dato_2024,ratios.fm_activo.huber_9y,ratios.fm_activo.n_años,ratios.fm_activo.dato_2024,ratios.endeudamiento.huber_9y,ratios.endeudamiento.n_años,ratios.endeudamiento.dato_2024,ratios.calidad_deuda.huber_9y,ratios.calidad_deuda.n_años,ratios.calidad_deuda.dato_2024,ratios.capacidad_devolucion.huber_9y,ratios.capacidad_devolucion.n_años,ratios.capacidad_devolucion.dato_2024,ratios.cobertura_gastos_fin.huber_9y,ratios.cobertura_gastos_fin.n_años,ratios.cobertura_gastos_fin.dato_2024,ratios.coste_deuda.huber_9y,ratios.coste_deuda.n_años,ratios.coste_deuda.dato_2024,ratios.rotacion_activo.huber_9y,ratios.rotacion_activo.n_años,ratios.rotacion_activo.dato_2024,ratios.rotacion_activo_no_corriente.huber_9y,ratios.rotacion_activo_no_corriente.n_años,ratios.rotacion_activo_no_corriente.dato_2024,ratios.rotacion_activo_corriente.huber_9y,ratios.rotacion_activo_corriente.n_años,ratios.rotacion_activo_corriente.dato_2024,ratios.rotacion_existencias.huber_9y,ratios.rotacion_existencias.n_años,ratios.rotacion_existencias.dato_2024,ratios.plazo_existencias.huber_9y,ratios.plazo_existencias.n_años,ratios.plazo_existencias.dato_2024,ratios.cobro_dias.huber_9y,ratios.cobro_dias.n_años,ratios.cobro_dias.dato_2024,ratios.pago_dias.huber_9y,ratios.pago_dias.n_años,ratios.pago_dias.dato_2024,ratios.financiacion_clientes.huber_9y,ratios.financiacion_clientes.n_años,ratios.financiacion_clientes.dato_2024,ratios.roi.huber_9y,ratios.roi.n_años,ratios.roi.dato_2024,ratios.roe.huber_9y,ratios.roe.n_años,ratios.roe.dato_2024,ratios.flujo_caja_activo.huber_9y,ratios.flujo_caja_activo.n_años,ratios.flujo_caja_activo.dato_2024,ratios.flujo_caja_ventas.huber_9y,ratios.flujo_caja_ventas.n_años,ratios.flujo_caja_ventas.dato_2024,ratios.ventas_empleado.huber_9y,ratios.ventas_empleado.n_años,ratios.ventas_empleado.dato_2024,ratios.beneficio_empleado.huber_9y,ratios.beneficio_empleado.n_años,ratios.beneficio_empleado.dato_2024,ratios.gastos_personal_empleado.huber_9y,ratios.gastos_personal_empleado.n_años,ratios.gastos_personal_empleado.dato_2024
Transporte de mercancía por carretera (4941),grandes_medianas,44.6412,9,45.35,55.3588,9,54.65,0.9883,9,0.94,38.019,9,32.33,17.0086,9,21.38,40.7043,9,41.9,15.9347,9,15.6,11.9207,9,11.99,3.9622,9,3.6,43.0933,9,42.5,15.3667,9,12.85,9.0247,9,8.36,18.4686,9,21.29,98.2218,9,98.67,1.7782,9,1.33,100.0,9,100.0,59.4789,9,57.39,40.5211,9,42.61,16.8556,9,16.82,23.6656,9,25.79,16.9267,9,18.45,3.0969,9,3.47,0.0,9,0.0,3.6356,9,3.87,0.4922,9,0.69,0.5461,9,1.02,3.5721,9,3.55,0.6801,9,0.71,2.8853,9,2.83,1.2922,9,1.29,1.2628,9,1.26,0.3989,9,0.5,0.0762,9,0.08,0.1244,9,0.12,0.5943,9,0.58,0.7329,9,0.73,0.4484,9,0.46,8.3752,9,3.81,0.0366,9,0.07,1.6361,9,1.48,3.6657,9,3.27,2.9311,9,2.72,98.8849,9,90.82,3.7422,9,4.02,83.958,9,79.49,57.9368,9,55.06,0.4114,9,0.4,0.0586,9,0.06,0.115,9,0.1,0.1,9,0.09,0.06,9,0.06,224.8546,9,229.16,6.4522,9,6.5,37.7912,9,42.27
Transporte de mercancía por carretera (4941),pequeñas,44.8402,9,47.78,55.1598,9,52.22,1.5713,9,1.54,34.6772,9,31.21,19.1033,9,19.46,42.9184,9,46.95,20.2993,9,19.98,15.0393,9,14.59,5.1918,9,5.39,35.9811,9,33.07,11.8156,9,9.34,7.868,9,7.92,16.33,9,15.81,98.6234,9,98.83,1.3766,9,1.17,100.0,9,100.0,44.031,9,41.2,55.969,9,58.8,24.31,9,24.45,31.5553,9,34.36,22.09,9,23.35,4.6,9,4.67,0.0,9,0.0,4.7883,9,6.33,0.1962,9,0.25,0.6171,9,0.86,4.4008,9,5.72,1.0357,9,1.34,3.4062,9,4.38,1.5356,9,1.58,1.4911,9,1.53,0.5356,9,0.59,0.1333,9,0.13,0.1922,9,0.19,0.5714,9,0.53,0.6344,9,0.62,0.4878,9,0.58,7.3829,9,7.34,0.04,9,0.06,1.4229,9,1.44,3.148,9,3.01,2.5826,9,2.75,38.9126,9,38.45,9.3785,9,9.49,89.3776,9,79.23,69.1478,9,57.57,0.3422,9,0.3,0.07,9,0.091,0.1119,9,0.134,0.1138,9,0.13,0.0803,9,0.091,160.7514,9,172.41,5.3908,9,7.55,34.9722,9,40.26
Comercio al por menor no especializado / supermercados (47.1),grandes_medianas,61.73,9,59.47,38.27,9,40.53,10.7513,9,9.56,5.9156,9,4.93,21.5789,9,26.03,48.3611,9,54.27,7.7733,9,4.23,2.7814,9,1.13,4.1079,9,3.1,43.8746,9,41.5,26.596,9,23.41,1.5932,9,1.76,15.5605,9,16.33,98.1886,9,98.58,1.8114,9,1.42,100.0,9,100.0,74.6933,9,73.94,25.3067,9,26.06,8.4444,9,8.01,16.8657,9,18.04,12.1422,9,12.4,2.1157,9,1.99,0.0,9,0.0,2.5971,9,3.65,0.6387,9,0.84,0.4374,9,0.29,2.8914,9,4.2,0.6187,9,0.93,2.2786,9,3.27,0.8725,9,0.98,0.625,9,0.75,0.4799,9,0.63,-0.025,9,0.0,-0.0586,9,-0.01,0.5156,9,0.46,0.8533,9,0.91,2.2379,9,4.11,5.9001,9,12.49,0.2099,9,0.23,2.2529,9,2.26,3.6533,9,3.8,5.8822,9,5.58,15.6711,9,17.48,23.4078,9,20.88,9.6056,9,7.96,57.6189,9,51.12,4.5715,9,4.75,0.0589,9,0.08,0.1078,9,0.14,0.1013,9,0.12,0.05,9,0.05,229.6217,9,259.55,5.3091,9,8.49,27.9986,9,32.19
Comercio al por menor no especializado / supermercados (47.1),pequeñas,43.5078,9,45.41,56.4922,9,54.59,21.8424,9,19.6,11.6886,9,11.49,22.7648,9,23.5,45.2502,9,54.37,16.0076,9,12.2,9.93,9,7.32,5.4041,9,4.88,37.0557,9,33.43,21.0643,9,18.45,4.5054,9,4.15,11.4578,9,10.84,99.225,9,99.33,0.775,9,0.67,100.0,9,100.0,75.22,9,73.95,24.78,9,26.05,8.2729,9,8.37,16.4634,9,17.67,12.5427,9,12.97,1.1233,9,0.99,0.0,9,0.0,2.7539,9,3.71,0.2924,9,1.07,0.32,9,0.34,2.7231,9,4.44,0.592,9,0.85,2.1331,9,3.59,1.5242,9,1.63,0.9389,9,1.05,0.62,9,0.7,0.09,9,0.1,0.195,9,0.21,0.5417,9,0.46,0.6989,9,0.73,0.4628,9,0.87,9.0522,9,10.92,0.0478,9,0.06,2.1589,9,2.18,4.9381,9,4.81,3.9062,9,4.0,7.7409,9,8.24,47.2665,9,44.3,19.533,9,19.2,47.3778,9,41.7,1.8113,9,1.61,0.0611,9,0.08,0.1022,9,0.14,0.0712,9,0.1,0.03,9,0.05,192.9067,9,217.04,4.0419,9,7.79,23.841,9,28.16
Comercio al por mayor (46),grandes_medianas,37.4089,9,29.64,62.5911,9,70.36,15.4551,9,21.25,24.9878,9,28.88,21.1142,9,20.22,50.6978,9,54.97,7.8,9,7.15,3.5076,9,4.49,4.0155,9,2.65,41.6458,9,37.88,12.5378,9,15.21,5.7111,9,9.46,24.0697,9,13.21,98.6409,9,99.22,1.3591,9,0.78,100.0,9,100.0,78.8027,9,74.28,21.1973,9,25.72,8.6442,9,9.08,12.6444,9,16.65,5.1816,9,10.02,0.8943,9,1.04,0.0,9,0.0,5.2046,9,5.59,0.6641,9,0.83,0.4511,9,0.73,5.3377,9,5.68,0.8722,9,1.23,4.3635,9,4.46,1.4679,9,1.86,1.1256,9,1.3,0.5137,9,0.53,0.1182,9,0.21,0.1849,9,0.32,0.4928,9,0.45,0.8443,9,0.84,1.1235,9,0.61,12.4614,9,7.65,0.0744,9,0.08,1.6358,9,1.54,4.6592,9,5.19,2.6722,9,2.19,9.7748,9,5.37,37.1219,9,67.92,52.0934,9,68.57,31.239,9,48.62,0.4975,9,0.53,0.0833,9,0.09,0.1528,9,0.12,0.0871,9,0.08,0.05,9,0.05,868.5089,9,410.02,41.6623,9,18.27,45.4211,9,41.08
Comercio al por mayor (46),pequeñas,27.1278,9,27.67,72.8722,9,72.33,18.6861,9,20.73,30.2027,9,29.4,22.8907,9,22.2,53.8767,9,55.09,9.3243,9,8.46,5.7163,9,5.33,3.3782,9,3.14,37.2464,9,36.45,17.9612,9,17.3,8.4197,9,8.53,11.5289,9,10.62,98.9754,9,99.08,1.0246,9,0.92,100.0,9,100.0,72.9789,9,73.37,27.0211,9,26.63,9.4577,9,9.42,17.2142,9,17.21,10.3456,9,10.14,0.9683,9,1.04,0.0,9,0.0,6.0403,9,6.03,0.3867,9,0.55,0.4257,9,0.63,5.8413,9,5.95,1.3648,9,1.32,5.0769,9,4.63,1.9948,9,1.98,1.4626,9,1.42,0.6255,9,0.61,0.2185,9,0.22,0.3589,9,0.36,0.4622,9,0.45,0.7986,9,0.81,0.6883,9,0.66,11.7436,9,9.53,0.05,9,0.07,1.5978,9,1.62,6.0811,9,5.84,2.1938,9,2.24,6.1482,9,5.72,59.405,9,63.77,69.4643,9,66.34,54.6157,9,53.2,0.588,9,0.59,0.1012,9,0.1,0.14,9,0.14,0.0912,9,0.09,0.0575,9,0.06,359.8528,9,349.17,16.8944,9,16.18,37.4957,9,35.4
Restaurantes y puestos de comidas (56.1),grandes_medianas,75.071,9,76.45,24.929,9,23.55,2.0024,9,2.19,6.3689,9,5.49,16.5344,9,15.87,26.6647,9,20.41,44.0533,9,50.22,17.4395,9,12.39,22.8644,9,37.83,29.556,9,29.37,7.2071,9,7.16,3.4813,9,3.51,19.086,9,18.7,96.44,9,97.81,3.56,9,2.19,100.0,9,100.0,28.8633,9,29.21,71.1367,9,70.79,31.5921,9,31.31,39.1315,9,39.48,29.1509,9,28.44,5.2814,9,5.53,0.0,9,0.0,4.5392,9,5.51,1.3836,9,2.08,3.6786,9,4.61,2.4701,9,2.98,1.1329,9,1.0,1.2699,9,1.98,0.83,9,0.8,0.7633,9,0.73,0.5514,9,0.54,-0.0471,9,-0.05,-0.05,9,-0.06,0.7368,9,0.8,0.4014,9,0.37,0.3601,9,0.53,1.8231,9,1.2,0.1665,9,0.33,1.073,9,1.13,1.4,9,1.48,4.3878,9,4.79,15.0118,9,15.03,24.4187,9,24.29,21.6133,9,17.77,85.3443,9,79.33,1.1438,9,1.3,0.0543,9,0.06,0.0668,9,0.11,0.0725,9,0.08,0.07,9,0.08,72.7714,9,83.93,1.0754,9,1.66,21.0729,9,23.87
Restaurantes y puestos de comidas (56.1),pequeñas,57.4117,9,58.17,42.5883,9,41.83,3.4286,9,3.13,6.2229,9,5.47,33.0992,9,33.23,52.1589,9,57.47,20.6658,9,17.61,13.5472,9,11.6,7.0078,9,6.01,25.7359,9,24.92,7.489,9,6.81,3.7811,9,3.85,14.7176,9,14.26,98.8763,9,99.0,1.1237,9,1.0,100.0,9,100.0,36.98,9,36.09,63.02,9,63.91,21.2487,9,21.35,41.8914,9,42.56,31.156,9,31.2,2.6595,9,2.53,0.0,9,0.0,8.116,9,8.83,0.2678,9,0.46,0.5948,9,0.67,7.771,9,8.62,1.7614,9,1.94,6.0074,9,6.69,1.6117,9,1.68,1.4851,9,1.55,1.2451,9,1.33,0.11,9,0.11,0.164,9,0.17,0.4789,9,0.43,0.5613,9,0.59,0.8297,9,0.88,14.6746,9,13.17,0.05,9,0.06,1.5515,9,1.48,2.7814,9,2.54,3.5967,9,3.54,16.5885,9,17.04,22.3602,9,21.42,15.7144,9,13.49,49.3822,9,46.55,1.2044,9,1.25,0.1266,9,0.13,0.1779,9,0.17,0.134,9,0.14,0.0886,9,0.09,85.6743,9,99.12,5.2758,9,6.63,26.5252,9,30.93
Hoteles y alojamientos similares (55.1),grandes_medianas,81.283,9,82.4,18.717,9,17.6,0.8355,9,0.96,3.347,9,3.29,14.7628,9,13.35,54.9722,9,58.12,28.2889,9,25.91,16.7786,9,14.54,11.6278,9,11.37,16.5921,9,15.97,1.6581,9,1.52,4.1084,9,3.8,10.8159,9,10.65,95.844,9,97.81,4.156,9,2.19,100.0,9,100.0,12.8457,9,12.38,87.1543,9,87.62,34.7835,9,34.21,52.1937,9,53.42,29.5793,9,27.94,6.598,9,5.68,0.0,9,0.0,16.5083,9,19.8,6.5784,9,8.68,4.5456,9,4.78,18.3022,9,23.69,2.3035,9,3.49,15.8087,9,20.2,1.1143,9,1.1,1.0539,9,1.04,0.8725,9,0.84,0.06,9,0.04,0.0187,9,0.02,0.4511,9,0.42,0.3714,9,0.38,0.3634,9,0.57,4.0196,9,4.14,0.066,9,0.1,0.3286,9,0.4,0.4058,9,0.49,1.694,9,2.28,4.5983,9,5.16,82.11,9,70.71,40.2207,9,29.88,141.9621,9,111.63,0.4833,9,0.46,0.0533,9,0.08,0.0934,9,0.14,0.0733,9,0.1,0.2233,9,0.26,112.0237,9,132.05,17.5096,9,26.68,33.5739,9,36.9
Hoteles y alojamientos similares (55.1),pequeñas,77.6649,9,75.18,22.3351,9,24.82,1.1622,9,1.3,3.9867,9,3.95,17.0856,9,19.57,53.506,9,58.62,30.6234,9,25.52,20.6729,9,16.52,9.9978,9,9.0,15.5226,9,15.86,1.9086,9,1.9,3.8208,9,3.3,9.8086,9,10.66,97.0868,9,98.12,2.9132,9,1.88,100.0,9,100.0,17.0322,9,15.81,82.9678,9,84.19,31.6396,9,31.31,51.5647,9,52.88,30.3243,9,28.58,6.974,9,5.93,0.0,9,0.0,14.1534,9,18.36,2.5998,9,1.61,3.4529,9,3.29,13.3088,9,16.68,2.607,9,3.56,10.684,9,13.12,1.4386,9,1.56,1.3583,9,1.48,1.1116,9,1.23,0.1814,9,0.17,0.0678,9,0.09,0.465,9,0.41,0.3388,9,0.38,0.2957,9,0.49,4.6922,9,5.59,0.0517,9,0.09,0.41,9,0.51,0.5273,9,0.68,1.8117,9,2.07,5.7003,9,6.23,66.2482,9,58.61,39.1608,9,28.06,107.3814,9,85.46,0.4663,9,0.48,0.06,9,0.09,0.0813,9,0.12,0.0717,9,0.1,0.1771,9,0.19,100.0857,9,120.84,10.79,9,15.86,30.292,9,34.54
Construcción de edificios (41.2),grandes_medianas,35.9237,9,32.58,64.0763,9,67.42,12.4341,9,19.07,23.6811,9,24.87,24.6044,9,23.47,29.3953,9,52.31,17.2029,9,12.5,9.7971,9,8.37,7.5556,9,4.13,50.0931,9,35.2,15.4363,9,14.29,4.1505,9,4.68,27.8556,9,16.23,97.7922,9,99.15,2.2078,9,0.85,100.0,9,100.0,67.0422,9,61.94,32.9578,9,38.06,10.3343,9,8.86,22.5478,9,29.2,16.3615,9,20.49,1.0822,9,1.07,0.0,9,0.0,4.4224,9,7.63,1.9006,9,0.62,2.5189,9,0.9,4.1251,9,7.35,1.104,9,1.61,3.05,9,5.74,1.3724,9,1.92,1.0456,9,1.37,0.5313,9,0.67,0.1652,9,0.27,0.15,9,0.32,0.706,9,0.48,0.7312,9,0.74,0.2313,9,0.62,1.5124,9,8.46,0.1133,9,0.08,0.6914,9,1.18,2.1262,9,3.62,1.1058,9,1.75,3.5614,9,3.84,103.062,9,95.16,130.3899,9,76.86,131.5289,9,71.31,0.6786,9,0.57,0.02,9,0.09,0.0675,9,0.13,0.0283,9,0.08,0.0411,9,0.07,312.1805,9,196.42,8.1135,9,11.28,50.2773,9,40.25
Construcción de edificios (41.2),pequeñas,34.0656,9,32.65,65.9344,9,67.35,21.62,9,18.02,24.3798,9,25.49,20.75,9,23.84,47.8133,9,52.28,16.6843,9,12.19,11.3143,9,8.19,5.3333,9,4.0,35.1014,9,35.52,13.8994,9,14.31,5.192,9,4.51,16.1039,9,16.71,98.942,9,99.11,1.058,9,0.89,100.0,9,100.0,62.4522,9,61.18,37.5478,9,38.82,8.3222,9,8.99,29.3658,9,29.83,22.187,9,21.0,1.0849,9,1.06,0.0,9,0.0,5.5753,9,7.77,0.5749,9,0.53,1.0249,9,0.87,5.6306,9,7.43,1.1282,9,1.64,4.4367,9,5.79,1.89,9,1.9,1.2701,9,1.39,0.5971,9,0.67,0.3187,9,0.27,0.31,9,0.32,0.5171,9,0.48,0.6763,9,0.74,0.3213,9,0.65,5.6143,9,8.88,0.0586,9,0.08,1.0002,9,1.2,2.9504,9,3.67,1.5118,9,1.78,2.9171,9,4.07,127.2591,9,89.64,89.571,9,77.59,81.5346,9,71.18,0.5833,9,0.56,0.0567,9,0.09,0.0944,9,0.13,0.0567,9,0.08,0.05,9,0.07,154.0311,9,190.61,6.9062,9,11.04,34.2288,9,40.02
Instalaciones eléctricas y de fontanería en obras (43.2),grandes_medianas,27.0279,9,25.13,72.9721,9,74.87,5.3566,9,9.65,35.9714,9,39.85,30.2001,9,25.37,32.422,9,46.84,12.99,9,11.0,6.6984,9,8.5,6.5844,9,2.49,52.7112,9,42.17,20.4379,9,19.17,7.4261,9,6.21,25.6036,9,16.79,98.6256,9,99.43,1.3744,9,0.57,100.0,9,100.0,55.4758,9,51.18,44.5242,9,48.82,11.0516,9,10.1,32.9814,9,38.72,26.7011,9,29.2,1.1216,9,1.05,0.0249,9,0.0,5.7304,9,8.47,4.323,9,0.5,2.6801,9,0.83,7.4043,9,8.15,1.4357,9,1.78,6.1967,9,6.37,1.3238,9,1.78,1.2179,9,1.55,0.5763,9,0.6,0.1913,9,0.23,0.1719,9,0.33,0.6751,9,0.53,0.8014,9,0.79,0.5022,9,0.71,2.5921,9,10.24,0.1299,9,0.08,0.9862,9,1.41,3.2271,9,5.62,1.3653,9,1.89,8.93,9,7.49,42.31,9,48.71,137.6154,9,102.96,142.1478,9,96.76,0.5711,9,0.48,0.0571,9,0.12,0.1744,9,0.19,0.07,9,0.1,0.07,9,0.07,160.9711,9,141.55,9.4514,9,9.01,42.7725,9,41.33
Instalaciones eléctricas y de fontanería en obras (43.2),pequeñas,25.2356,9,25.7,74.7644,9,74.3,10.4837,9,9.64,38.7912,9,39.9,25.6629,9,24.77,46.2971,9,46.95,10.8975,9,11.59,7.9911,9,8.76,2.8415,9,2.83,42.9804,9,41.46,18.454,9,19.0,6.6486,9,6.07,17.2681,9,16.39,99.3401,9,99.37,0.6599,9,0.63,100.0,9,100.0,51.6214,9,51.43,48.3786,9,48.57,10.0591,9,10.19,38.0411,9,38.38,30.0967,9,29.02,1.1656,9,1.01,0.0,9,0.0,6.8485,9,8.35,0.3997,9,0.46,0.6987,9,0.83,6.4756,9,7.98,1.4122,9,1.75,5.5797,9,6.24,1.7567,9,1.79,1.5156,9,1.56,0.595,9,0.6,0.25,9,0.23,0.32,9,0.33,0.5367,9,0.53,0.795,9,0.78,0.5199,9,0.69,9.2865,9,10.12,0.0625,9,0.08,1.2429,9,1.41,4.9878,9,5.47,1.6533,9,1.89,6.2244,9,7.5,59.4605,9,48.67,114.2867,9,103.65,105.005,9,95.94,0.4767,9,0.48,0.09,9,0.12,0.14,9,0.19,0.0786,9,0.1,0.0612,9,0.07,122.8742,9,142.93,6.5188,9,8.91,36.8225,9,41.47
Educación (85),grandes_medianas,57.9611,9,61.77,42.0389,9,38.23,0.4244,9,0.55,13.69,9,17.16,25.2692,9,20.52,47.6289,9,46.84,17.3867,9,14.02,10.1488,9,6.66,5.8497,9,7.36,35.73,9,39.14,1.4038,9,1.43,2.8441,9,3.46,31.3129,9,34.26,96.5248,9,95.84,3.4752,9,4.16,100.0,9,100.0,9.8248,9,9.57,90.1752,9,90.43,30.0622,9,31.18,60.1284,9,59.25,42.08,9,41.05,3.6522,9,3.93,0.0,9,-0.01,14.1714,9,14.26,1.7247,9,1.99,1.7036,9,1.5,14.2741,9,14.75,3.126,9,3.26,11.1569,9,11.5,1.0898,9,0.98,1.0781,9,0.96,0.6619,9,0.52,0.0416,9,-0.01,0.0266,9,-0.01,0.5244,9,0.53,0.6811,9,0.74,0.8889,9,1.24,8.1763,9,9.54,0.1137,9,0.12,0.7858,9,0.81,1.3919,9,1.31,1.9204,9,2.12,18.8154,9,14.09,19.731,9,25.9,63.5836,9,77.22,66.663,9,67.12,0.1012,9,0.08,0.1111,9,0.12,0.1825,9,0.2,0.1125,9,0.13,0.1456,9,0.15,82.46,9,93.9,9.2186,9,10.8,35.1313,9,38.55
Educación (85),pequeñas,57.3462,9,57.56,42.6538,9,42.44,0.7778,9,0.65,11.7436,9,14.75,29.7444,9,27.03,54.1494,9,57.35,17.562,9,13.77,10.557,9,6.45,6.9289,9,7.32,28.38,9,28.88,2.2483,9,2.27,3.2464,9,2.62,23.003,9,24.0,85.6844,9,87.84,14.3156,9,12.16,100.0,9,100.0,14.3419,9,14.32,85.6581,9,85.68,25.3689,9,26.16,60.3429,9,59.51,50.308,9,48.68,2.7312,9,2.66,0.0,9,0.0,7.3922,9,8.18,1.6087,9,4.84,1.0071,9,1.17,8.7167,9,11.85,1.7464,9,1.86,6.9163,9,9.99,1.5,9,1.47,1.476,9,1.45,1.0489,9,0.94,0.1657,9,0.16,0.1433,9,0.14,0.46,9,0.43,0.6187,9,0.68,0.6069,9,1.18,6.7787,9,6.99,0.056,9,0.11,0.86,9,0.85,1.4871,9,1.47,1.9878,9,1.99,15.6186,9,18.52,23.4598,9,19.71,50.9457,9,63.67,66.8769,9,68.31,0.1812,9,0.15,0.0622,9,0.07,0.11,9,0.15,0.0833,9,0.11,0.0967,9,0.13,62.4062,9,70.69,4.3904,9,7.06,31.509,9,34.41
Actividades hospitalarias (86.1),grandes_medianas,55.4029,9,58.9,44.5971,9,41.1,1.6913,9,1.77,21.4344,9,19.97,21.5567,9,19.35,51.3658,9,57.7,20.2822,9,18.96,7.9026,9,7.59,11.9545,9,11.37,28.6433,9,23.34,7.5378,9,6.1,2.7848,9,2.41,18.5527,9,14.82,98.1954,9,99.0,1.8046,9,1.0,100.0,9,100.0,41.8531,9,42.2,58.1469,9,57.8,11.7856,9,12.01,46.0064,9,45.79,35.4367,9,34.95,4.0702,9,4.24,0.0,9,0.0,6.58,9,6.6,1.0768,9,1.53,1.5931,9,2.17,5.9877,9,5.96,1.4827,9,1.52,4.5114,9,4.44,1.592,9,1.76,1.537,9,1.69,0.76,9,0.83,0.21,9,0.2,0.1734,9,0.18,0.4799,9,0.42,0.5637,9,0.55,0.5922,9,0.78,4.2772,9,3.04,0.0966,9,0.19,0.8017,9,0.89,1.4487,9,1.52,1.8001,9,2.17,20.0582,9,21.3,18.2407,9,17.13,100.0323,9,81.58,87.2622,9,59.08,0.328,9,0.31,0.05,9,0.06,0.0813,9,0.07,0.07,9,0.08,0.09,9,0.09,110.7843,9,130.47,5.3322,9,5.79,38.8686,9,45.6
Actividades hospitalarias (86.1),pequeñas,71.5257,9,68.77,28.4743,9,31.23,1.0689,9,0.95,9.4608,9,10.12,17.859,9,20.15,51.0758,9,47.5,25.7667,9,34.05,12.8928,9,9.04,11.2475,9,25.01,22.9796,9,18.45,3.35,9,3.52,3.5048,9,2.79,14.7961,9,12.14,85.0042,9,88.33,14.9958,9,11.67,100.0,9,100.0,30.9856,9,32.27,69.0144,9,67.73,19.3123,9,20.39,48.7361,9,47.33,38.8854,9,37.95,3.7502,9,3.87,0.0,9,0.0,5.0871,9,5.51,0.8456,9,0.98,1.8371,9,3.22,3.9441,9,3.27,1.0611,9,0.79,3.0065,9,2.48,1.2689,9,1.69,1.2186,9,1.64,0.8056,9,1.09,0.0889,9,0.21,0.0522,9,0.13,0.49,9,0.52,0.4749,9,0.35,0.2512,9,0.32,2.5799,9,1.71,0.0557,9,0.16,0.58,9,0.6,0.8087,9,0.87,2.0586,9,1.91,16.3236,9,20.19,22.2978,9,18.08,60.1468,9,62.1,67.08,9,66.85,0.3583,9,0.35,0.0293,9,0.033,0.0336,9,0.031,0.0397,9,0.038,0.0674,9,0.063,86.9378,9,101.91,2.6274,9,2.53,36.4511,9,38.68
